"CCLE_ID" "model_id" "model_name" "synonyms" "model_type" "growth_properties" "doi" "pmed" "model_treatment" "model_comments" "msi_status" "mutational_burden" "ploidy" "parent_id" "crispr_ko_data" "sample_id" "tissue" "tissue_status" "cancer_type" "cancer_type_detail" "cancer_type_ncit_id" "age_at_sampling" "sampling_day" "sampling_month" "sampling_year" "sample_treatment" "sample_treatment_details" "sample_site" "tnm_t" "tnm_n" "tnm_m" "tnm_integrated" "tumour_grade" "patient_id" "species" "gender" "ethnicity" "smoking_status" "model_relations_comment" "COSMIC_ID" "BROAD_ID" "RRID" "HCMI" "suppliers" "supplier" "cat_number"
"HCC827_LUNG" "SIDM01067" "HCC-827" "HCC0827" "Cell Line" "Adherent" "" NA "" "" "MSS" 38.34 2.843758412 "" "True" "SIDS00526" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 39 NA NA NA "Unknown" "" "Lung" NA NA NA NA NA "SIDP00462" "Homo Sapiens" "Female" "Unknown" "Unknown" "HCC-827-GR5 is a Gefitinib resistant clone of HCC-827. (10.1126/science.1141478)." "1240146" "ACH-000012" "CVCL_2063" NA "DSMZ:ACC-566" "DSMZ" "ACC-566"
"HCC95_LUNG" "SIDM01593" "HCC95" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" NA NA "" "True" "SIDS01329" "Lung" "Unknown" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 65 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01214" "Homo Sapiens" "Male" "Unknown" "Unknown" "NaN" "" "ACH-000454" "CVCL_5137" NA "KCLB:70095" "KCLB" "70095"
"HCT116_LARGE_INTESTINE" "SIDM00783" "HCT-116" "" "Cell Line" "Adherent" "" NA "" "" "MSI" 237.5 1.97598793 "" "True" "SIDS00044" "Large Intestine" "Tumour" "Colorectal Carcinoma" "Colon Carcinoma" "C4910" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00033" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "905936" "ACH-000971" "CVCL_0291" NA "NCI:HCT-116" "NCI" "HCT-116"
"HCT15_LARGE_INTESTINE" "SIDM00789" "HCT-15" "" "Cell Line" "Adherent" "" NA "" "" "MSI" 668.11 1.958197722 "" "True" "SIDS00038" "Large Intestine" "Tumour" "Colorectal Carcinoma" "Colon Adenocarcinoma" "C4349" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00030" "Homo Sapiens" "Male" "Unknown" "Unknown" "DLD-1, HCT-15, HCT-8 and HRT-18 have been shown to have a common genetic origin (ECACC & PMID: 9809040)." "905937" "ACH-000997" "CVCL_0292" NA "NCI:HCT-15" "NCI" "HCT-15"
"HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01064" "HDLM-2" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 35.29 1.89009284 "" "False" "SIDS00529" "Haematopoietic and Lymphoid" "Metastasis" "Hodgkin's Lymphoma" "Hodgkin's Lymphoma" "C9357" 74 NA NA NA "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00464" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "924110" "ACH-000267" "CVCL_0009" NA "DSMZ:ACC-17" "DSMZ" "ACC-17"
"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01063" "HD-MY-Z" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 29.74 2.441296741 "" "True" "SIDS00530" "Haematopoietic and Lymphoid" "Metastasis" "Acute Myeloid Leukemia" "Adult Acute Myeloid Leukemia" "C9154" 29 NA NA 1991 "Unknown" "" "Pleural effusion" NA NA NA NA NA "SIDP00465" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "907050" "ACH-000190" "CVCL_1273" NA "DSMZ:ACC-346" "DSMZ" "ACC-346"
"HDQP1_BREAST" "SIDM01062" "HDQ-P1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 51.24 4.1390573 "" "False" "SIDS00531" "Breast" "Tumour" "Breast Carcinoma" "Breast Carcinoma" "C4872" 50 NA NA 1995 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00466" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "1290922" "ACH-000643" "CVCL_2067" NA "DSMZ:ACC-494" "DSMZ" "ACC-494"
"HEC108_ENDOMETRIUM" "SIDM01608" "HEC-108" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 667.53 NA "" "False" "SIDS01330" "Endometrium" "Unknown" "Endometrial Carcinoma" "Endometrial Adenocarcinoma" "C7359" NA NA NA NA "Unknown" "" "Uterine Corpus" NA NA NA NA NA "SIDP01215" "Homo Sapiens" "Female" "East Asian" "Unknown" "NaN" "" "ACH-000990" "CVCL_2923" NA "JCRB: JCRB1123" "JCRB" " JCRB1123"
"HEC151_ENDOMETRIUM" "SIDM01609" "HEC-151" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 218.79 NA "" "False" "SIDS01331" "Endometrium" "Tumour" "Endometrial Carcinoma" "Endometrial Adenocarcinoma" "C7359" NA NA NA NA "Unknown" "" "Uterine Corpus" NA NA NA NA NA "SIDP01216" "Homo Sapiens" "Female" "East Asian" "Unknown" "NaN" "" "ACH-000972" "CVCL_2925" NA "JCRB:JCRB1122" "JCRB" "JCRB1122"
"HEC1A_ENDOMETRIUM" "SIDM00595" "HEC-1-A" "" "Cell Line" "Adherent" "" NA "" "" "" NA NA "" "False" "SIDS00963" "Endometrium" "Tumour" "Endometrial Carcinoma" "Endometrial Adenocarcinoma" "C7359" 71 NA NA 1968 "Unknown" "" "Endometrium" NA NA NA NA NA "SIDP00862" "Homo Sapiens" "Female" "East Asian" "Unknown" "HEC-1-A was derived from the same patient as HEC-1 (JCRB).
HEC-1-B is a substrain of HEC-1-A (ATCC)." "" "ACH-000954" "CVCL_0293" NA "ATCC:HTB-112" "ATCC" "HTB-112"
"HEC1B_ENDOMETRIUM" "SIDM01241" "HEC-1-B" "" "Cell Line" "Adherent" "" NA "" "" "" NA NA "SIDM00595" "True" "SIDS00963" "Endometrium" "Tumour" "Endometrial Carcinoma" "Endometrial Adenocarcinoma" "C7359" 71 NA NA 1968 "Unknown" "" "Endometrium" NA NA NA NA NA "SIDP00862" "Homo Sapiens" "Female" "East Asian" "Unknown" "HEC-1-A was derived from the same patient as HEC-1 (JCRB).
HEC-1-B is a substrain of HEC-1-A (ATCC)." "" "ACH-000941" "CVCL_0294" NA "ATCC:HTB-113" "ATCC" "HTB-113"
"HEC251_ENDOMETRIUM" "SIDM01611" "HEC-251" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 805.39 NA "" "True" "SIDS01332" "Endometrium" "Tumour" "Endometrial Carcinoma" "Endometrial Carcinoma" "C7558" NA NA NA NA "Unknown" "" "Uterine Corpus" NA NA NA NA NA "SIDP01217" "Homo Sapiens" "Female" "East Asian" "Unknown" "NaN" "" "ACH-000996" "CVCL_2927" NA "JCRB:JCRB1141" "JCRB" "JCRB1141"
"HEC265_ENDOMETRIUM" "SIDM01612" "HEC-265" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 174.87 NA "" "True" "SIDS01333" "Endometrium" "Tumour" "Endometrial Carcinoma" "Endometrial Adenocarcinoma" "C7359" NA NA NA NA "Unknown" "" "Uterine Corpus" NA NA NA NA NA "SIDP01218" "Homo Sapiens" "Female" "East Asian" "Unknown" "NaN" "" "ACH-000946" "CVCL_2928" NA "JCRB:JCRB1142" "JCRB" "JCRB1142"
"HEC50B_ENDOMETRIUM" "SIDM01614" "HEC-50B" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" NA NA "" "True" "SIDS01334" "Endometrium" "Metastasis" "Endometrial Carcinoma" "Endometrial Adenocarcinoma" "C7359" NA NA NA NA "Unknown" "" "Peritoneal Fluid" NA NA NA NA NA "SIDP01219" "Homo Sapiens" "Female" "East Asian" "Unknown" "NaN" "" "ACH-000831" "CVCL_2929" NA "JCRB:JCRB1145" "JCRB" "JCRB1145"
"HEC59_ENDOMETRIUM" "SIDM01617" "HEC-59" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 466.68 NA "" "True" "SIDS01335" "Endometrium" "Tumour" "Endometrial Carcinoma" "Endometrial Adenocarcinoma" "C7359" NA NA NA NA "Unknown" "" "Uterine Corpus" NA NA NA NA NA "SIDP01220" "Homo Sapiens" "Female" "East Asian" "Unknown" "NaN" "" "ACH-000994" "CVCL_2930" NA "JCRB:JCRB1120" "JCRB" "JCRB1120"
"HEC6_ENDOMETRIUM" "SIDM01619" "HEC-6" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 312.76 NA "" "True" "SIDS01336" "Endometrium" "Tumour" "Endometrial Carcinoma" "Endometrial Adenocarcinoma" "C7359" NA NA NA NA "Unknown" "" "Uterine Body" NA NA NA NA NA "SIDP01221" "Homo Sapiens" "Female" "East Asian" "Unknown" "NaN" "" "ACH-000984" "CVCL_2931" NA "JCRB:JCRB1118" "JCRB" "JCRB1118"
"HEKTE_KIDNEY" "SIDM01723" "HEK-TE" "" "Cell Line" "Unknown" "" NA "Immortalised" "" "" NA NA "" "False" "SIDS01555" "Kidney" "Unknown" "Non-Cancerous" "Non-Cancerous" "C33461" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01500" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000049" "" NA "" "" ""
"HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00593" "HEL-92-1-7" "" "Cell Line" "Unknown" "" NA "" "" "" NA NA "" "True" "SIDS00965" "Haematopoietic and Lymphoid" "Unknown" "Acute Myeloid Leukemia" "Erythroleukemia" "C7152" 30 NA NA NA "Unknown" "" "Bone marrow" NA NA NA NA NA "SIDP00863" "Homo Sapiens" "Male" "White" "Unknown" "HEL and HEL-92-1-7 share common ancestry (PMID: 25877200)." "907054" "ACH-000005" "CVCL_2481" NA "ATCC:TIB-180" "ATCC" "TIB-180"
"HELA_CERVIX" "SIDM00846" "HeLa" "Henrietta Lacks cells;Helacyton gartleri" "Cell Line" "Adherent" "" NA "" "" "MSS" 34.37 3.45538056 "" "False" "SIDS00019" "Cervix" "Tumour" "Cervical Carcinoma" "Cervical Adenocarcinoma" "C4029" 31 NA NA 1951 "Unknown" "" "Cervix" NA NA NA NA NA "SIDP00015" "Homo Sapiens" "Female" "Black" "Unknown" "HeLaSF is a variant of Hela grown in serum free conditions. HEp-2 was originally thought to be derived from an epidermoid carcinoma of the larynx, but was found to contain HeLa marker chromosomes. DNA fingerprinting has confirmed it to have been established via HeLa cell contamination (ATCC).
BCG-823 was originally reported as a human gastric adenocarcinoma cell line. However, the STR DNA analysis pattern of BCG-823 showed contamination with the HeLa cell line (PMID: 26116706; 28851942).
GLC-82 was originally reported as a human lung adenocarcinoma cell line from a 32-year-old female patient. However, the STR DNA analysis pattern of GLC-82 showed contamination with the HeLa (PMID: 26116706)." "1298134" "ACH-001086" "CVCL_0030" NA "ATCC:CCL-2" "ATCC" "CCL-2"
"HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00594" "HEL" "GM06141;Human ErythroLeukemia" "Cell Line" "Suspension" "" NA "" "" "MSS" 30.11 2.749970851 "" "True" "SIDS00964" "Haematopoietic and Lymphoid" "Tumour" "Acute Myeloid Leukemia" "Erythroleukemia" "C7152" 30 NA NA 1980 "Unknown" "" "Peripheral blood" NA NA NA NA NA "SIDP00863" "Homo Sapiens" "Male" "White" "Unknown" "HEL and HEL-92-1-7 share common ancestry (PMID: 25877200)." "907053" "ACH-000004" "CVCL_0001" NA "JCRB:JCRB0062" "JCRB" "JCRB0062"
"HEP3B217_LIVER" "SIDM00672" "Hep3B2-1-7" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 30.71 3.697136046 "" "False" "SIDS00155" "Liver" "Tumour" "Hepatocellular Carcinoma" "Hepatocellular Carcinoma" "C3099" 8 NA NA NA "Unknown" "" "Liver" NA NA NA NA NA "SIDP00121" "Homo Sapiens" "Male" "Black" "Unknown" "" "1240147" "ACH-000625" "CVCL_0326" NA "ATCC:HB-8064" "ATCC" "HB-8064"
"HEPG2_LIVER" "SIDM00904" "Hep-G2" "" "Cell Line" "Adherent" "" NA "" "" "" NA NA "" "True" "SIDS00090" "Liver" "Tumour" "Hepatocellular Carcinoma" "Hepatoblastoma" "C3728" 15 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00073" "Homo Sapiens" "Male" "White" "Unknown" "C3A is clonal derivative of Hep-G2 that was selected for strong contact inhibition of growth, high albumin production, high production of alpha fetoprotein (AFP) and ability to grow in glucose deficient medium (ATCC)." "1298135" "ACH-000739" "CVCL_0027" NA "ATCC:HB-8065" "ATCC" "HB-8065"
"HEYA8_OVARY" "SIDM01215" "Hey-A8" "" "Cell Line" "Adherent" "" NA "" "" "" 19.82 NA "SIDM00968" "True" "SIDS00439" "Ovary" "Tumour" "Ovarian Carcinoma" "High Grade Ovarian Serous Adenocarcinoma" "C105555" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00376" "Homo Sapiens" "Female" "Unknown" "Unknown" "Hey-A8 and Hey-C2, are Cisplatin resistant derivations of HEY generated in athymic nude mice (PMID: 23934194)." "1479989" "ACH-000542" "CVCL_8878" NA "Unknown:Unknown" "Unknown" "Unknown"
"HGC27_STOMACH" "SIDM00290" "HGC-27" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 64.24 2.951285063 "" "True" "SIDS00669" "Stomach" "Metastasis" "Gastric Carcinoma" "Gastric Carcinoma" "C4911" NA NA NA NA "Unknown" "" "Lymph Node" NA NA NA NA NA "SIDP00597" "Homo Sapiens" "Unknown" "East Asian" "Unknown" "" "907055" "ACH-000847" "CVCL_1279" NA "RIKEN:RCB0500" "RIKEN" "RCB0500"
"HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00671" "HH" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 30.08 1.954230322 "" "False" "SIDS00156" "Haematopoietic and Lymphoid" "Tumour" "T-Cell Non-Hodgkin's Lymphoma" "Cutaneous T-Cell Lymphoma" "C3467" 61 NA NA NA "Unknown" "" "Peripheral Blood" NA NA NA NA NA "SIDP00122" "Homo Sapiens" "Male" "White" "Unknown" "" "907056" "ACH-000061" "CVCL_1280" NA "ATCC:CRL-2105" "ATCC" "CRL-2105"
"HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00829" "HL-60" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 19.37 1.907132987 "" "False" "SIDS00035" "Haematopoietic and Lymphoid" "Tumour" "Acute Myeloid Leukemia" "Adult Acute Myeloid Leukemia" "C9154" 36 NA NA NA "Unknown" "" "Peripheral Blood" NA NA NA NA NA "SIDP00028" "Homo Sapiens" "Female" "White" "Unknown" "PLB-985 is known to be cross contaminated with HL-60 (ICLAC)." "905938" "ACH-000002" "CVCL_0002" NA "ATCC:CCL-240" "ATCC" "CCL-240"
"HLFA_FIBROBLAST" "SIDM01710" "HLF-a" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 26.68 NA "" "False" "SIDS01556" "Lung" "Unknown" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 54 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01501" "Homo Sapiens" "Female" "Black" "Unknown" "NaN" "" "ACH-000797" "" NA "ATCC:CCL-199" "ATCC" "CCL-199"
"HLF_LIVER" "SIDM00065" "HLF" "" "Cell Line" "Unknown" "" NA "" "" "" NA NA "" "True" "SIDS00756" "Liver" "Tumour" "Hepatocellular Carcinoma" "Hepatocellular Carcinoma" "C3099" 68 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00679" "Homo Sapiens" "Male" "Unknown" "Unknown" "HLE and HLF were derived from the same patient (PMID: 52570)." "998181" "ACH-000393" "CVCL_2947" NA "JCRB:JCRB0405" "JCRB" "JCRB0405"
"HMC18_BREAST" "SIDM01622" "HMC-1-8" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 40.42 NA "" "True" "SIDS01338" "Breast" "Metastasis" "Breast Carcinoma" "Breast Carcinoma" "C4872" 35 NA NA NA "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP01223" "Homo Sapiens" "Female" "East Asian" "Unknown" "NaN" "" "ACH-000721" "CVCL_2949" NA "JCRB:JCRB0166" "JCRB" "JCRB0166"
"HMCB_SKIN" "SIDM00914" "HMCB" "HCMB;Human Melanoma Cell Bowes;Bowes melanoma cells" "Cell Line" "Adherent" "" NA "" "" "" NA NA "" "False" "SIDS00103" "Skin" "Tumour" "Melanoma" "Melanoma" "C3224" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00084" "Homo Sapiens" "Female" "Unknown" "Unknown" "HCMB and RPMI-7932 were both derived from the same patient (ATCC).
CHL-1 is a dervivative of RPMI-7932 (ATCC).

COLO-699N (COLO-699) and COLO-738 were found to be indistinguishable from RPMI-7932 by STR profiling. All three cell lines were received from the same depositor (ECACC)." "" "ACH-000931" "CVCL_3317" NA "ATCC:CRL-9607" "ATCC" "CRL-9607"
"HMEL_BREAST" "SIDM01708" "HMEL" "" "Cell Line" "Unknown" "" NA "Transformed (Unknown)" "" "" NA NA "" "False" "SIDS01557" "Breast" "Normal" "Non-Cancerous" "" "" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01502" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000642" "" NA "" "" ""
"HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01621" "HNT-34" "" "Cell Line" "Suspension" "10.1046/j.1365-2141.1997.2143029.x" NA "Unknown" "" "" NA NA "" "False" "SIDS01340" "Haematopoietic and Lymphoid" "Unknown" "Acute Myeloid Leukemia" "Adult Acute Myeloid Leukemia" "C9154" 47 NA NA 1994 "Unknown" "" "Peripheral Blood" NA NA NA NA NA "SIDP01225" "Homo Sapiens" "Female" "Unknown" "Unknown" "NaN" "" "ACH-000299" "CVCL_2071" NA "DSMZ:ACC 600" "DSMZ" "ACC 600"
"HOP62_LUNG" "SIDM00133" "HOP-62" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 86.05 2.867374567 "" "True" "SIDS00820" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 6 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00733" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "905972" "ACH-000861" "CVCL_1285" NA "NCI:HOP-62" "NCI" "HOP-62"
"HOP92_LUNG" "SIDM00134" "HOP-92" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 48.79 3.995937759 "" "False" "SIDS00821" "Lung" "Unknown" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00734" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "905973" "ACH-000825" "CVCL_1286" NA "NCI:HOP-92" "NCI" "HOP-92"
"HOS_BONE" "SIDM00806" "HOS" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 36.08 2.148085135 "" "False" "SIDS00058" "Bone" "Tumour" "Osteosarcoma" "Osteosarcoma" "C9145" 13 NA NA NA "Unknown" "" "Bone" NA NA NA NA NA "SIDP00046" "Homo Sapiens" "Female" "White" "Unknown" "HOS and 143B originated from the same patient: 143B is TK- and originated indirectly from HOS which is TK+ (ECACC & PMID: 20544518). 
HTK- and 143B have a common STR profile and are thought to be the same cell line (ECACC)." "907060" "ACH-000613" "CVCL_0312" NA "ATCC:CRL-1543" "ATCC" "CRL-1543"
"HPAC_PANCREAS" "SIDM00670" "HPAC" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 37.95 2.740920813 "" "False" "SIDS00157" "Pancreas" "Tumour" "Pancreatic Carcinoma" "Pancreatic Adenocarcinoma" "C8294" 64 NA NA 1985 "Unknown" "" "Pancreas" NA NA NA NA NA "SIDP00123" "Homo Sapiens" "Female" "White" "Unknown" "KCI-MOH1 is a derivative of HPAC (ICLAC)." "1298136" "ACH-000270" "CVCL_3517" NA "ATCC:CRL-2119" "ATCC" "CRL-2119"
"HPAFII_PANCREAS" "SIDM00669" "HPAF-II" "HPAF-2;HPAF/CD18;CD18/HPAF;HPAF-II/CD18" "Cell Line" "Adherent" "" NA "" "" "MSS" 24.03 2.551692367 "" "True" "SIDS00158" "Pancreas" "Metastasis" "Pancreatic Carcinoma" "Pancreatic Ductal Adenocarcinoma" "C9120" 44 NA NA NA "Unknown" "" "Peritoneal ascitic fluid " NA NA NA NA NA "SIDP00124" "Homo Sapiens" "Male" "White" "Unknown" "" "724869" "ACH-000094" "CVCL_0313" NA "ATCC:CRL-1997" "ATCC" "CRL-1997"
"HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01618" "HPB-ALL" "" "Cell Line" "Suspension" "" NA "Unknown" "" "" 133.53 NA "" "False" "SIDS01341" "Haematopoietic and Lymphoid" "Unknown" "B-Lymphoblastic Leukemia" "Childhood T Acute Lymphoblastic Leukemia" "C7953" 14 NA NA 1973 "Unknown" "" "Peripheral Blood" NA NA NA NA NA "SIDP01226" "Homo Sapiens" "Male" "East Asian" "Unknown" "NaN" "" "ACH-000942" "CVCL_1820" NA "DSMZ:ACC 483" "DSMZ" "ACC 483"
"HS172T_FIBROBLAST" "SIDM01616" "Hs-172-T" "" "Cell Line" "Unknown" "" NA "Unknown" "" "" NA NA "" "False" "SIDS01342" "Bladder" "Unknown" "Bladder Carcinoma" "Bladder Carcinoma" "C4912" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01227" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000088" "CVCL_0660" NA "" "" ""
"HS229T_FIBROBLAST" "SIDM01615" "Hs-229-T" "" "Cell Line" "Unknown" "" NA "Unknown" "" "" 14.08 NA "" "False" "SIDS01343" "Lung" "Unknown" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01228" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000131" "CVCL_0698" NA "" "" ""
"HS255T_FIBROBLAST" "SIDM01613" "Hs-255-T" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 24.24 NA "" "False" "SIDS01344" "Large Intestine" "Unknown" "Colorectal Carcinoma" "Colorectal Carcinoma" "C2955" 46 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01229" "Homo Sapiens" "Female" "White" "Unknown" "NaN" "" "ACH-000199" "CVCL_0707" NA "ATCC:CRL-7213" "ATCC" "CRL-7213"
"HS274T_FIBROBLAST" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"HS281T_FIBROBLAST" "SIDM01594" "Hs-281-T" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 20.45 NA "" "False" "SIDS01346" "Breast" "Unknown" "Breast Carcinoma" "Breast Carcinoma" "C4872" 37 NA NA NA "Unknown" "" "Mammary Gland" NA NA NA NA NA "SIDP01231" "Homo Sapiens" "Female" "White" "Unknown" "NaN" "" "ACH-000083" "CVCL_0715" NA "ATCC:CRL-7227" "ATCC" "CRL-7227"
"HS294T_SKIN" "SIDM00800" "Hs-294-T" "" "Cell Line" "Adherent" "" NA "" "" "" NA NA "" "True" "SIDS00064" "Skin" "Metastasis" "Melanoma" "Melanoma" "C3224" 56 NA NA NA "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00049" "Homo Sapiens" "Male" "White" "Unknown" "Hs-294-T and A101D were isolated from the same donor tissue (ATCC)." "" "ACH-000014" "CVCL_0331" NA "ATCC:HTB-140" "ATCC" "HTB-140"
"HS343T_FIBROBLAST" "SIDM01590" "Hs-343-T" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 19.84 NA "" "False" "SIDS01347" "Breast" "Unknown" "Breast Carcinoma" "Breast Carcinoma" "C4872" 47 NA NA NA "Unknown" "" "Mammary Gland" NA NA NA NA NA "SIDP01232" "Homo Sapiens" "Female" "White" "Unknown" "NaN" "" "ACH-000184" "CVCL_0726" NA "ATCC:CRL-7245" "ATCC" "CRL-7245"
"HS578T_BREAST" "SIDM00135" "Hs-578-T" "HS0578T" "Cell Line" "Adherent" "" NA "" "" "MSS" 22.58 2.603257839 "" "True" "SIDS00822" "Breast" "Tumour" "Breast Carcinoma" "Invasive Ductal Carcinoma Not Otherwise Specified" "C4194" 74 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00735" "Homo Sapiens" "Female" "White" "Unknown" "" "905957" "ACH-000148" "CVCL_0332" NA "NCI:HS 578T" "NCI" "HS 578T"
"HS600T_FIBROBLAST" "SIDM01580" "Hs-600-T" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 14.53 NA "" "False" "SIDS01348" "Skin" "Unknown" "Melanoma" "Melanoma" "C3224" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01233" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000240" "CVCL_0814" NA "ATCC:CRL-7360" "ATCC" "CRL-7360"
"HS606T_FIBROBLAST" "SIDM01591" "Hs-606-T" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 24.29 NA "" "False" "SIDS01349" "Breast" "Unknown" "Breast Carcinoma" "Breast Carcinoma" "C4872" 44 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01234" "Homo Sapiens" "Female" "White" "Unknown" "NaN" "" "ACH-000540" "CVCL_0819" NA "ATCC:CRL-7368" "ATCC" "CRL-7368"
"HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01567" "Hs-611-T" "" "Cell Line" "Semi-Adherent" "" NA "Unknown" "" "" 16.32 NA "" "False" "SIDS01350" "Haematopoietic and Lymphoid" "Unknown" "Hodgkin's Lymphoma" "Hodgkin's Lymphoma" "C9357" 48 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01235" "Homo Sapiens" "Female" "Unknown" "Unknown" "NaN" "" "ACH-000069" "CVCL_0823" NA "ATCC:CRL-7373" "ATCC" "CRL-7373"
"HS616T_FIBROBLAST" "SIDM01566" "Hs-616-T" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 14.18 NA "" "False" "SIDS01351" "Haematopoietic and Lymphoid" "Unknown" "Hodgkin's Lymphoma" "Hodgkin's Lymphoma" "C9357" 16 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01236" "Homo Sapiens" "Male" "White" "Unknown" "NaN" "" "ACH-000063" "CVCL_0825" NA "ATCC:CRL-7378" "ATCC" "CRL-7378"
"HS618T_FIBROBLAST" "SIDM01565" "Hs-618-T" "" "Cell Line" "Unknown" "" NA "Unknown" "" "" NA NA "" "False" "SIDS01352" "Lung" "Unknown" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01237" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000539" "CVCL_0827" NA "" "" ""
